review_id,app_id,review_text,label
138149892,2369390,"Came for Gus and also got Vaas
Also gotta shoutout to ma bois in Epic Games for testing out the game for us !",1
138149481,2369390,Ubisoft is too (FAR) that can't hear steam users (CRY) about the achievements,1
138149164,2369390,"Good Breaking Bad Simulator
Don't forget to kill Gus",1
138149140,2369390,moff gideon for el presidente 2021,1
138148047,2369390,I just bought it to do business with Gus in Los Pollos Hermanos.,1
138147975,2369390,"[u][h1]Far Cry 6[/h1][/u]
[table]
[tr][th]Genre[/th][td]OpenWord/Action[/td][/tr]
[tr][th]Campaign[/th][td]Yes[/td][/tr]
[tr][th]Game length[/th][td]28 - 70 Hours[/td][/tr]
[tr][th]Difficulty modes[/th][td]?[/td][/tr]
[tr][th]Metacritic Score[/th][td]74[/td][/tr]

🔸 [b]Welcome to Yara[/b] 
[I]Far Cry 6[/i] is an outstanding addition to the franchise, featuring a captivating storyline set in the vibrant and oppressive nation of [I]Yara[/i]. With stunning visuals, immersive gameplay, and memorable characters, it offers a thrilling open-world experience that will keep players engaged from start to finish. A must-play for fans of the series and open-world enthusiasts alike.

[h1][b]🕹️ Gameplay - [9][/b][/h1]
🔸 As [I]Dani Rojas[/i] (Protagonist), you'll have a wide range of weapons at your disposal, from traditional firearms to improvised ""Resolver"" weapons crafted from everyday objects. The addition of a robust crafting system adds depth to the gameplay, allowing you to modify and upgrade your arsenal to suit your playstyle.

Liberating outposts and completing missions remain a core aspect of the game, offering varied objectives and approaches. The challenging enemy AI forces you to employ stealth, strategy, or all-out action, providing satisfying gameplay options for different playstyles.

https://steamcommunity.com/sharedfiles/filedetails/?id=2974492121

⚔️[u][b] Weapons[/b][/u]
◼️ You'll find an assortment of rifles, pistols, shotguns, and submachine guns, each with their own distinct characteristics in terms of accuracy, rate of fire, and damage output. These weapons can be customized with attachments such as scopes, suppressors, and extended magazines, allowing for personalized loadouts.
[list]
[*][spoiler]In addition to conventional firearms, the game introduces the ""Resolver"" mechanic, where you can craft improvised weapons using everyday objects found in the world.[/spoiler]
[/list]

🛗[u][b] Side-quests[/b][/u]
◼️ These side quests introduce players to a diverse cast of characters, each with their own compelling narratives and motivations. Whether it's aiding a passionate journalist in uncovering government corruption or assisting a group of rebels in sabotaging enemy operations, the side quests provide a rich tapestry of engaging stories that expand upon the game's lore.
[list]
[*]Beyond their narrative and gameplay elements, side quests often offer valuable rewards. These can include experience points, currency, weapon upgrades, and even unique items that enhance your character's abilities.
[/list] 

💀[u][b] Antagonist[/b][/u]
◼️ As players progress through the game, they will encounter [I]Anton Castillo[/i] and his forces, engaging in intense confrontations and witnessing the impact of his regime on the people of Yara. The dynamic between the protagonist and the antagonist adds tension and emotional weight to the storyline, creating a compelling narrative that explores themes of revolution, loyalty, and the price of power.
[list]
[*][I]Anton Castillo[/i] is brilliantly portrayed by one and only [b]Giancarlo Esposito[/b].
[/list]

[h1][b]🔍 Graphics - [8][/b][/h1]
[b][list][*][url=https://www.youtube.com/watch?v=SXUJOrq5QvE] Far Cry 6 Low vs. Ultra (Graphics Comparison) [/url][/list][/b][quote]
🔸 The environments in [I]Far Cry 6[/i] are beautifully crafted, with lush jungles, sprawling urban areas, and picturesque landscapes that showcase the diverse regions of [I]Yara[/i]. The lighting effects, from the warm glow of the Caribbean sun to the atmospheric ambiance of night-time settings, contribute to the game's visual splendor and enhance the overall immersion.
https://steamcommunity.com/sharedfiles/filedetails/?id=2974492145

Character models in [I]Far Cry 6[/i] are meticulously designed and superbly rendered, with lifelike animations and facial expressions that convey emotions and bring the game's cast to life. 
[/quote]

[h1][b]🎧🎼  Soundtrack/Audio - [8][/b][/h1]
[b][list][*][url=https://www.youtube.com/watch?v=dl-iiq0nPP4]  Far Cry 6 : Complete Music (from the Far Cry 6 OST) [/url][/list][/b][quote]
🔸 The game's music is carefully crafted to reflect the setting and themes of the game, featuring a blend of traditional Caribbean influences, epic orchestral arrangements, and atmospheric soundscapes. The voice acting performances, including those of Giancarlo Esposito as [I]Anton Castillo[/i] and the talented cast of supporting characters, bring the game's narrative to life.[/quote]

[table]
[tr]
[th]Story/Campaign - 7[/th] [td]Great[/td][/tr]
[tr]
[th]Gameplay/Controls - 8[/th] [td]Amazing[/td][/tr]
[tr]
[th]Graphics - 9[/th] [td]Amazing[/td][/tr]
[tr]
[th]Sound/Music - 8[/th] [td]Amazing[/td][/tr]
[tr]
[th]Replayability - 7[/th] [td]Great[/td][/tr]
[tr]
[th]Achievements - N/A[/th] [td]N/A[/td][/tr]


[h1][b]📋 Conclusion[/b][/h1]
🔸 With its captivating storyline, immersive gameplay, stunning visuals, and memorable characters, [I]Far Cry 6[/i] offers an open-world experience that is a must-buy for both fans of the franchise and open-world enthusiasts, delivering hours of thrilling gameplay and an unforgettable journey through the chaotic paradise of Yara.",1
138150373,2096570,"Yes, you can use smooth turn and turn off captions. Seems like the smooth turn setting only shows up after you start the game. Captions can be turned off only in the main menu under language settings.

Mind-bending puzzle mechanics that could only be done in VR! Looks and performs excellent, 120hz easy. No finger tracking but otherwise works great on Index. Awesome art and voice acting, feels like I'm in a spongebob episode for some reason lol. About 1 and a half hours in and still on Chapter 2 of 5, so at this rate its a decent length for the price. 

The most creative use of VR I've seen in a while, try it out!",1
138147853,2096620,"The game runs buttery smooth and the art style is absolutely beautiful. The protagonists attacks and abilities are cleverly made. Manoeuvrability is great and the controls are very responsive. My only gripe (as of now) is that in the first few areas I've been to, there are consistent rows of 7+ enemies all bundled together that you can stunlock with each attack and they have no counter. Take into account that 95% of the enemies can be stunlocked this way (so far). Which makes it less rewarding when you defeat a massive horde of them. Here's hoping the smaller enemy combat gets tougher as the game progresses.",1
138147567,2096620,Awesome game!,1
138146933,2096620,"I Recommend This Game
( Gameplay: https://youtu.be/ZOVG6NNcMBg )",1
138145977,2096620,"Really nice character handling, the controls are responsive and intuitive, allowing navigation and action within the game world. These, combined with multiple different screens piques your curiosity and wants you to keep playing",1
138145778,2096620,"Amazing! Huge fan of roguelike games, and clearly one of the best ones so far. Great combat and animations. Really recommended!!",1
138151090,1924170,"They did it! I didn't have to rebind my controls every time i restarted the game! Jokes aside, Raceward has proven that they really understand motorcycles and it's amazing to see. I played a lot of Rims and a lot of the other 2 tt games. Those were fun because you could go fast without consequences. They were cheesy but really fun. Rims though was the experience i was really looking for. Great first person camera, realistic rider movement and physics. It was a great game with a number of annoying flaws. This game is much better with fixing the annoyances that rims had, but it still has a few problems.

I'll get the things I am sure people will bring up out of the way first. While you don't have to bind your controls every time you load the game, there is still no controller vibration. It's non existent on any controller besides the default xbox one controller.  I mainly play with the Elite 2 controller but I also tried the Dualsense and neither had vibration. 

Frame syncing does not work as intended. It's not a big deal to me to play at 60fps but the vsync doesn't work right. It doesn't allow tearing but it stutters and smears the image. Without it on and just using gsync, it is much worse. 

Those things aside. I immediately wanted to try testing bike setups, rain traction, AI races and of course the main TT course. Bike setup changes do have a better intended impact than they did in Rims, especially on the low level parts. Rain traction is good. It's easier in this game because you don't cook your tires like you do in Rims, but I still didn't have to be that cautious. I purposely got in the way of the AI and I didn't get thrown of the bike like Rims without even realizing what was really happening. So they seem to act better. Not sure yet about how fast they are on everything but they didn't seem to take crazy lines like they did on many of the tracks in Rims. I had to do the main track twice before writing this because it was just so good. With all the HUD off and music off. It's just so immersive to go around and to go fast. I do have the track memorized from years of rfactor and the other tt games, so that does help shorten the learning process, but it is so good. The audio, feeling of speed, dangerous turns, and of course the jump are all really exciting. 

So far this seems like another Raceward game I will spend a few hundred more hours in. I do really hope that controller issues get sorted out this time though, because sadly, it was never really fixed in Rims.   




",1
138149118,1924170,Absolutely fantastic game.,1
138148975,1924170,"John McGuinness died 100 times for me to figure out you gotta lean 3 seconds early and you can aggressively jab the front brake mid corner to bring the front end around, 10/10 would hit tree at 300km/h again",1
138148439,1924170,"its a bit of a mess. i cant use manual gears in a race, i couldn't even set off, bikes stuck in neutral. having to wait for every rider to set off at 10 second gaps if you start at the back is boring and cant change any of the electronics tip toeing up to the line. the bike feels way to heavy and to easy to control. let me disable some of the buttons on custom controller setting, i have no where to put respawn and i don't have a use for it. cant turn massive checked flag off at the start of a race and don't want floating road signs. not being able to use manual gears has stopped me playing this game. thank you for getting rid of the bugs on visor from the last game",0
138147231,1623940,"Clearly a lot of love has been put into this but I can't recommend it. It has some nice ideas with pretty environments and lovely music, but it's seriously marred by poor character models and animation (the stuff that isn't mocap), imprecise mechanics/platforming and egregious game design. 

About 70% of this game is dedicated to hard-fail sequences (ie you make a single mistake, you die, you start over eg chase sequences, stealth sequences etc) which wouldn't be so bad if the mechanics and platforming were well-implemented but they aren't, they're just janky as hell. As a result I found it more frustrating than enjoyable.",0
138147094,1869590,gud gaem,1
138146975,1869590,10/10,1
138149178,2108060,"Short but sweet, with competent design choices and a cool soundtrack. Puzzles are generally simple but with a couple of interesting twists. Character designs are cute and well-animated. Map exploration is well done but not likely to challenge most metroidvania players.

Only misstep in my opinion is locking players out of finishing up any exploration if they beat the final boss as the game saves you in the post-game state where pretty much all you can do is view the credits — unless there was something I missed.",1
138150213,1774580,My dumbass bought this game thinking i might be able to actually play the game past the 2nd mission. when the game plays it is really great. but hitting 5 crashes in the same area. i just  cant do it right now,0
138150113,1774580,"If they keep rolling out patches, and maybe even some DLC... this game could definitely get some GOTY awards. 10/10 (love the stances and game changes from the previous installment).",1
138150051,1774580,"Game was pretty badly optimised at launch but it's getting better after receiving updates.
Story is pretty good.",1
138149366,1774580,"EA can lick my taint, otherwise this game is great. Giant upgrade form fallen order and improves in literally every way. A price change back down to 60$ would be optimal though.",1
138149287,1774580,"I tried my hardest to make due and ignore the crashes and bugs and just put it down to ""hey it happens"". But to have the game crash mid cut-scene after a stupid hard/buggy boss, not saving and forcing me to go back through that. 

No. Just NO. 

That is my limit.
Its not even the first time this has happen. Not to mention the roll on the dice If my dlc is working or not. Plus the mandatory need for internet connection for the SINGLE PLAYER Game.

 I received an error message at one point telling me that because the game couldn't connect to EA's servers my save file couldn't be verified, that I should wait 5 minutes or I run the risk of losing my save. 

What on earth is that.

 I want to love this, I tried to, I even tried convincing my friends that its not so bad, but god EA has made that impossible. 

It feels like the game had need to prove me wrong. 

Well guess what, I was wrong, It is that bad.

 I'm done.",0
138149092,1774580,"Okay, its a yes /no kinda call.
As of May 11, 2023 this game needs technical love-badly.
I play on laptop with a 3070 and an Ryzen 9 5900HX and 16 gig ram. and i have seen frame rates in the teens at times. It is jank as hell sometimes. does it pull you out of the game..YES. 
the harder the game difficulty the stutters can seriously screw up your attacks.
Is it playable, also yes.
if you have not yet purchased wait for more updates and then jump in. 
it is a very good story and a great sequel to the original.

it has lots to do, great story, fun combat and movment hampered by a sadly not fully optimised tech side.
",1
138148987,1774580,"The game has major performance issues, but the story and actual game play are amazing. Probably the best playable Star Wars game right now",1
138148950,1774580,GOOD,1
138148835,1774580,A great sequel to the first game. With so many more abilities and larger maps,1
138148810,1774580,Game good,1
138150141,2359850,Droid Bishop <3,1
138148458,1906510,Super fun game with a really cool concept. Originally had some stuttering but it has mostly been fixed with recent patch for me. Two thumbs up! Will update as I play more.,1
138150731,2246110,my physics professor would be disappointed in me.,1
138151087,1669000,Great extension from the earlier games. I'm glad this is the product that came out after the wait.,1
138150999,1669000,Yes,1
138150422,1669000,fire - Civ meets TW with some DnD style questlines mixed in,1
138150388,1669000,"Enjoying the game so far... the only complaint I have is the UI for Diplomacy - you will think at first that you have the option to view the offer but it's actually a button for 'deal'. So you don't have any choice. lol. But overall, it is a great game.",1
138150101,1669000,;),1
138150004,1669000,I like the game,1
138148765,1669000,Currently very buggy.,0
138148755,1669000,"this is a ""NES"" rather than a oure No. ill explain.

Ive played this game 26 hours so far wich is nothing compared to the +2500 hours on AOW3.

First impression is WOW great graphics.
the skill tree is not bad but it seams like if has less options than before but i like how its structured in Tomes. I still havent figure out how to stick to 3 tomes only and advance further into these rather than being all over the place and having to use tomes that my race doesnt relate to at all.
THe race Evolution was being great untill one of the enchantments turned my proud human barbarians into Frogs.. seriously ?? what the royal Frog! the animal legs were a bit off but id rather have the games NOT change what i created as far as race looks go.
the Music is ok but i hope later on there is a MOD with old AOW"" and AOW3 music theme.

the new complexity of the cyties is nice. It Adds to the game experience. I dont like the City limit. If it takes resorces to build an advance city what is the need to limit how many we can build ??!

Everything takes a HEro to build. I dont like this. I need my heros to be doing HERO jobs, Not stacking bricks or planting fields.
The scenario creator is ok but has less options than AOW3.  
All races start on surface or underground. We used to be able to choose what races start on underground or surface.
The terrain type used to have several levers with option that we could mix and match.
At least on scenario creation we should be able to decide the HEROS  for player cap. Now we have one per city.. whos idea was this ??",0
138148514,1669000,Damn good,1
138148094,1669000,This is the best Age of Wonders yet!,1
138149869,1566200,"Fuck u, u blond fuck xd",1
138150782,1494420,"DO NOT BUY

This game is EARLY. Do not buy this game unless you are very comfortable with being an early adopter. 

There are no customizable keybinds, and default fps aim is set to toggle. This alone is enough to make me not want to play the game. 

The graphics are a rough and the audio rougher. 

I also had some type of weird input delay that didnt seem to be lag? i cant really explain it but it felt like my character was moving underwater. 

I think the game has potential and I really look forward to its development. I hope this is a game i can come back to and sink a thousand hours in. but in its current state DO NOT BUY.",0
138150301,1494420,"i don't know what to say just... amazing game, really it mixes rts with fps and it's perfect for coop players i had the chance to try a 2v2 and we had just a lot of fun. i hugely recomend it and hope it develops well, at current state is very enjoyable especially with friends i really think it needs an option to increase ia difficulty for single player but right now it's not half bad and the first time you see a goliath coming to your base and you are not prepared.. well i loved it.",1
138150258,1494420,Very fun game to play with friends and the community is very friendly.,1
138150220,1494420,"I really like the scope of this game. I love natural selection series, but i always found the smaller/enclosed maps limiting. Its a good revive one the old RTS/FPS genre.  I love seeing how this game plays and I see a lot of potential. As a Arma lover, I hope to see some of the Its large scope, and huge maps do make me wish for more players per lobby and more utilization, but again this is early access and things will only be added with time.",1
138148803,1494420,"Have fantasies of leading an army through hostile terrain while bolstering your defenses at base? Buy Silica. Ever wish to wipe out snarky imperialists set on harvesting the resources on your planet? Be a xenomorph queen, buy Silica. Desire being the last star-trooper out of your battalion; the last bastion of hope before the enemy destroys HQ? Buy Silica. Wanna be a humble spice farmer that watches TV while they work the harvester, bringing glorious resources the commander can use to ensure you ""job security""? Buy Silica.",1
138148060,1494420,"Very good game, I think when more gets added and things get polished etc.. This game will be extremely fun. The FPS part feels a bit tedious running around until you get some vehicles but that stuff is easily fixed with adding simple things that they already have in there like teleportation. But being able to teleport to a friendly controlled AI vehicle would be great. (maybe you can do this but I couldn't figure it out)",1
138101376,1494420,"Très prometteur mais très frustuant qu'il n'y ait pas de possibilité de sauvegarder en mode stratégique single player.
Early access...A suivre.",1
138150573,1849360,Quickly has become one of my all time favorite wargames. Not much else out there that is on PC that allows for this level of detail at the corps/division level for a cold war gone hot scenario. I have really enjoyed both the design and system SGS delivers with this one. Highly recommend.,1
138150161,2390140,"Longtime pnc adventure game stan, not sure what I was expecting, but a really unique and fun ride. Some fresh ideas, treats you like a longtime pnc adventure game stan, artwork just gorgeous, a real art game. 

Really hits the ground running stylistically, very much worth the playthrough just for the look. Bursts of fresh ideas that I found really gripping, has a nice consistent design strategy throughout. These two things amount to a very generous-feeling demo and also a really unique gameplay feel, bit like a detective comic set in a Hopper painting. No hand-holding, cinematic in a really nice way, I found myself very invested in the unfolding of the different stages because the art really opens up as the level progresses, I thought. 

Anyway, highly recommend, looking forward to the finished product cuz i wanna know what's gonna happpeeeenn.",1
138150487,1742020,"As someone who isn't into Hololive that much, this game is really good, I haven't touched a fighting game in a long time, yet its very easy to get into and definitely requires some effort to master. Most of the characters are incredibly unique and very fun (yet annoying) to fight against.

I'd say that the story mode (Virtual Frontiers) is a really well done rouge-like that gives me a similar experience to SSBU. It's got some niche references which I found pretty funny surprisingly. And a little bit of trivia (should be easy for you nerds), also has a nice unlock system for stuff and some modifiers that make it enjoyable for experienced or beginning players.

My online experience with it was really good as well, I usually have really bad ping that fluctuates a lot but I haven't had much trouble playing.

Definitely worth a try if you have a cable and a spare controller lying around :P
- Non-Hololive fan",1
138149297,1742020,"For the last 800 years I've wanted to be Korone doggo destroying anime in hand to hand combat.

This is it

10/10 i'm die thank you forever",1
138150199,1557990,really bad . not alot of people pay this,0
138150121,1557990,ok,1
138151741,1940340,"I could not figure out if I enjoyed it so far, since it definitly feels like a time waster as of right now and took a long time to understand their points and how everything was distributed even with the spam of their ingame ""encyclopedia"" - Which caused me to constantly watch the time played so I didnt overplay the 2 hours, so that I could decide... Accidently was on my last round of my second run (after a small reset) and realized they put a lot to push you away from that two hour mark (ex Unskippable cutscenes, and no information of saves) So currently im still playing my old games, got stuck with this bc of the 2 hour mark, but definitely could see myself playing it, however just feels weird... Maybe endgame will be better, or it'll get better over time... but No its kinda eh right now in my eyes.",0
138151174,1940340,too many bugs,0
138151143,1940340,"compared to dd1 ,dd2 is way ezer

mistake is allowed but not much , still got punished it when you decide the wrong decision but not too quite unforgivable 

if you're coming here for the experience like DD1,you come in the wrong place

but still, yet another game of pain 
",1
138151116,1940340,"Boring, repetitive, and strongly based on RNG",0
138151111,1940340,"I could write an essay about what can be considered wrong about this game - as other have already done - but instead I will reduce it to the main issue I have with this game: The grind or rather the ""difficulty""-design.

All I wanted was a bit of messing around with interesting party-compositions and trying to beat the game with interesting combinations. Instead, I run around and gather ""candles"" to unlock stuff that boost your parties strength tremendously and farm ""ability-shrines"" so that I can finally play my gravedigger as a melee or stealth character. I'm 20 hours in, and unlocking all abilities that I would like to use in team-compositions will easily take another 30 hours, probably even more if I actually attempt to have successful runs while doing so.

I really wish this game was focusing more on offering interesting theory-crafting instead of pushing you towards cheap gratification of gathering candles and overcoming challenges by grinding them out. Since this design seems fundamental to the game I do not expect it to change anytime soon even if the grind is reduced.",0
138151017,1940340,Its a little different from DD1 but it has all the heart and character of the first. Give it a shot!,1
138150921,1940340,"After putting a dozen hours into this I have to regretfully say I prefer the first installment.  There's an improvement to graphics while keeping the same dark aesthetics, but this feels so streamlined that it comes across as a mobile game rather than a PC game.

 In the first one you not only managed your party but your gear and INDIVIDUAL members.  Losing your favorite character felt painful, but leveling them up and receiving beneficial abilities felt rewarding.  In this installment you take a run (or carriage ride) and can quit at any time, succeed or die and you start it over regardless.  Sure you get candles which take the place of leveling individual characters, but there's no attachment and thus feeling of loss when party members die or develop a multitude of negative traits.  Maybe this installment will appeal to more of a casual player base but for me I'm already losing interest after a dozen hours and may just go back to the first one.",0
138150843,1940340,"If this was a $20 game advertised as a Darkest Dungeon spin-off, titled Darkest Roads, it would be sitting at a 90% recommended rating. If it had a better UI & UX, it would be at 95%.

But instead, this is a $40 game that titles itself as a sequel, but ultimately plays almost nothing like it outside of the combat. The gameplay, along with UI & UX seems to do its very best to waste the player's time, while somehow managing to be way less complex, yet also confusing. The worst combination.

I wouldn't call the game bad, but it's hard to recommend it at this price point.

I'll be refunding and looking forward to picking it up at a 50% sale a few years down the line.",0
138150439,1940340,"So I've played this game off steam for about 15 or so hours including the 3 something hours I have in steam (just bought it on steam today). I have about 60 hours of DD1 on the switch. 

I'm a big fan of lovecraftian/eldricht/cosmic horror. While I liked DD1 the thing that specifically turned me off of that game was the massive amounts of heroes to manage all in one run. From what I remember we would have our A team and do runs with them, stress them out, then return and slowly bring their stress down while managing a whole other team. A lot of theorizing inside of the ""town"" (I forgot what its called the place youre not doing the runs at). 

With DD2, at the start of your run you make your decision with who you want to run with and that is that. No need to manage a horde of heroes. Maybe unlock a couple that will synergize with your current team in the event that one of your people die. But thats it. The rest is just what I find absolutely orgasmic about this game and that would be the combat. 

Oh my god is the combat incredible. So much lovecraft, so much eldricht anomalies. Its absolutely brilliant. 

Mind you, there hasn't been any DLC's to this game yet either. I only hope Red Hook doesn't get discouraged by the reviews and gets to making some DLC's to beef up the game like they did with DD1. Yes people compare it to slay the spire which is another game I absolutely loved because it really focuses on the combat. The map layout is akin to StS. I get hardcore DD1 fans hate this. But man for someone that just cba to manage a bunch of heroes this game hits the spot. 

I get a lot of people don't like this game. But for me they gutted the part that I personally didn't like in DD1. They give us a relationship system in this game which I personally find a bit stressful as well because from what I've seen their isn't really any benefits and mostly downsides to the mechanic and a lot of your decisions you make to successfully complete runs depend on not screwing up your relations with each other in order to use all of your moves. It took me about 2.5 hours to complete a run while re learning the combat of the game.

I'll put it like this, DD1 is a game I liked and got my moneys worth out of (50-60 hours or so). This is the game that I would play at the level of StS. That is hours in the hundreds.

Tldr; If you love lovecraftian horror, and pure bred roguelites and you didn't like DD1 for all of the out of combat managing then this is 100% the game for you. They took the best part of DD1 (imo) and put it in this game with absolute love and care. If you like managing rosters then play DD1 (or NBA 2k or some sports game etc.). This game is for the people that love the combat of DD1 and also like roguelites.
",1
138150173,1940340,"In an industry that likes to play it safe and release sequels that are simply their predecessor with shinier graphics, I appreciate Red Hook for taking some risks to shake their formula up.  On the whole, if taken on its own terms, Darkest Dungeon II sticks the landing.  When compared to DD1, with these changes there's something lost and something gained, and how much of each will depend on your own tastes.

The core combat system remains largely the same with the addition of more complex buff and debuff interactions.  The big changes are with the party management system and the overall structure of the game.  The best comparisons I've seen suggest comparing DD1 to XCOM, where your squad are individual iterations of a class that persist across runs, and DD2 to Slay the Spire, where each run involves an (almost) fresh iteration of the class who will evolve over the course of a single run.  What's lost is the tension, attachment, and sense of loss with risking a character you've invested time and game resources into; what's gained is that you don't have to spend hours grinding easier runs to level up replacements for the characters you've lost.  There's still some grind as you unlock all the classes, abilities, trinkets, and improvements, but there are no huge setbacks where your entire level 6 group wipes and is gone (this is why many had trouble actually ""finishing"" DD1).

Characters still get stressed out in combat, but the immediate consequences have been simplified to having a meltdown and losing most health or becoming resolute and getting a free full heal (with some exceptions like the Flagellant, who becomes ""Toxic"").  However, to counterbalance, you get consequences in the long-term relationships between the characters, which can give in-combat buffs and debuffs to abilities.  For example, a character might get stress relief if the other characters in a good relationship use a signature skill, or they might get a debuff such as blindness (chance to miss) because of their rage at seeing someone they hate use a certain ability.  It's an interesting system that takes some getting used to.  It works, but it's not immediately intuitive.

Most of the roster returns, but it's a trimmer roster.  No Crusader, Arbalest, Antiquarian, Houndmaster, or Shieldbreaker (although some of these show up as adversaries!)  But really, did anyone really play the Antiquarian much except in a few specific circumstances?  There's a new character, the Runaway, who uses smoke and fire as a good mid-rank option.  The abilities are similar to their DD1 counterparts, with some changes (Somehow the Flagellant bleeds blight instead of blood, like, you know, a actual flagellant would, but Balance Must Be Preserved.)  Some of the trinkets seem needlessly complex, with lots of conditionals attached.  And the choice to try to communicate those complexities entirely through icon equations rather than plain language description is a choice I hope they reconsider or revisit.

Overall, I'm pleased with the result.  Is it as groundbreaking as DD1?  I wouldn't say so.  But it's a fun game that has taken some risks to bring the IP forward. 

If you own DD1 on Steam already, buy DD2 through the Steam bundle instead of separately.  It will save you money.",1
138147231,1623940,"Clearly a lot of love has been put into this but I can't recommend it. It has some nice ideas with pretty environments and lovely music, but it's seriously marred by poor character models and animation (the stuff that isn't mocap), imprecise mechanics/platforming and egregious game design. 

About 70% of this game is dedicated to hard-fail sequences (ie you make a single mistake, you die, you start over eg chase sequences, stealth sequences etc) which wouldn't be so bad if the mechanics and platforming were well-implemented but they aren't, they're just janky as hell. As a result I found it more frustrating than enjoyable.",0
138147094,1869590,gud gaem,1
138146975,1869590,10/10,1
138149178,2108060,"Short but sweet, with competent design choices and a cool soundtrack. Puzzles are generally simple but with a couple of interesting twists. Character designs are cute and well-animated. Map exploration is well done but not likely to challenge most metroidvania players.

Only misstep in my opinion is locking players out of finishing up any exploration if they beat the final boss as the game saves you in the post-game state where pretty much all you can do is view the credits — unless there was something I missed.",1
138150213,1774580,My dumbass bought this game thinking i might be able to actually play the game past the 2nd mission. when the game plays it is really great. but hitting 5 crashes in the same area. i just  cant do it right now,0
138150113,1774580,"If they keep rolling out patches, and maybe even some DLC... this game could definitely get some GOTY awards. 10/10 (love the stances and game changes from the previous installment).",1
138150051,1774580,"Game was pretty badly optimised at launch but it's getting better after receiving updates.
Story is pretty good.",1
138149366,1774580,"EA can lick my taint, otherwise this game is great. Giant upgrade form fallen order and improves in literally every way. A price change back down to 60$ would be optimal though.",1
138149287,1774580,"I tried my hardest to make due and ignore the crashes and bugs and just put it down to ""hey it happens"". But to have the game crash mid cut-scene after a stupid hard/buggy boss, not saving and forcing me to go back through that. 

No. Just NO. 

That is my limit.
Its not even the first time this has happen. Not to mention the roll on the dice If my dlc is working or not. Plus the mandatory need for internet connection for the SINGLE PLAYER Game.

 I received an error message at one point telling me that because the game couldn't connect to EA's servers my save file couldn't be verified, that I should wait 5 minutes or I run the risk of losing my save. 

What on earth is that.

 I want to love this, I tried to, I even tried convincing my friends that its not so bad, but god EA has made that impossible. 

It feels like the game had need to prove me wrong. 

Well guess what, I was wrong, It is that bad.

 I'm done.",0
138149092,1774580,"Okay, its a yes /no kinda call.
As of May 11, 2023 this game needs technical love-badly.
I play on laptop with a 3070 and an Ryzen 9 5900HX and 16 gig ram. and i have seen frame rates in the teens at times. It is jank as hell sometimes. does it pull you out of the game..YES. 
the harder the game difficulty the stutters can seriously screw up your attacks.
Is it playable, also yes.
if you have not yet purchased wait for more updates and then jump in. 
it is a very good story and a great sequel to the original.

it has lots to do, great story, fun combat and movment hampered by a sadly not fully optimised tech side.
",1
138150141,2359850,Droid Bishop <3,1
138148458,1906510,Super fun game with a really cool concept. Originally had some stuttering but it has mostly been fixed with recent patch for me. Two thumbs up! Will update as I play more.,1
138150731,2246110,my physics professor would be disappointed in me.,1
138151087,1669000,Great extension from the earlier games. I'm glad this is the product that came out after the wait.,1
138150999,1669000,Yes,1
138150422,1669000,fire - Civ meets TW with some DnD style questlines mixed in,1
138150388,1669000,"Enjoying the game so far... the only complaint I have is the UI for Diplomacy - you will think at first that you have the option to view the offer but it's actually a button for 'deal'. So you don't have any choice. lol. But overall, it is a great game.",1
138150101,1669000,;),1
138150004,1669000,I like the game,1
138148765,1669000,Currently very buggy.,0
138149869,1566200,"Fuck u, u blond fuck xd",1
138150782,1494420,"DO NOT BUY

This game is EARLY. Do not buy this game unless you are very comfortable with being an early adopter. 

There are no customizable keybinds, and default fps aim is set to toggle. This alone is enough to make me not want to play the game. 

The graphics are a rough and the audio rougher. 

I also had some type of weird input delay that didnt seem to be lag? i cant really explain it but it felt like my character was moving underwater. 

I think the game has potential and I really look forward to its development. I hope this is a game i can come back to and sink a thousand hours in. but in its current state DO NOT BUY.",0
138150301,1494420,"i don't know what to say just... amazing game, really it mixes rts with fps and it's perfect for coop players i had the chance to try a 2v2 and we had just a lot of fun. i hugely recomend it and hope it develops well, at current state is very enjoyable especially with friends i really think it needs an option to increase ia difficulty for single player but right now it's not half bad and the first time you see a goliath coming to your base and you are not prepared.. well i loved it.",1
138150258,1494420,Very fun game to play with friends and the community is very friendly.,1
138150220,1494420,"I really like the scope of this game. I love natural selection series, but i always found the smaller/enclosed maps limiting. Its a good revive one the old RTS/FPS genre.  I love seeing how this game plays and I see a lot of potential. As a Arma lover, I hope to see some of the Its large scope, and huge maps do make me wish for more players per lobby and more utilization, but again this is early access and things will only be added with time.",1
138148803,1494420,"Have fantasies of leading an army through hostile terrain while bolstering your defenses at base? Buy Silica. Ever wish to wipe out snarky imperialists set on harvesting the resources on your planet? Be a xenomorph queen, buy Silica. Desire being the last star-trooper out of your battalion; the last bastion of hope before the enemy destroys HQ? Buy Silica. Wanna be a humble spice farmer that watches TV while they work the harvester, bringing glorious resources the commander can use to ensure you ""job security""? Buy Silica.",1
138148060,1494420,"Very good game, I think when more gets added and things get polished etc.. This game will be extremely fun. The FPS part feels a bit tedious running around until you get some vehicles but that stuff is easily fixed with adding simple things that they already have in there like teleportation. But being able to teleport to a friendly controlled AI vehicle would be great. (maybe you can do this but I couldn't figure it out)",1
